first_name,last_name,state,gender,birthdate
Andrew,Beasley,Arizona,M,1933-03-11
Aaron,Martin,Arizona,M,1977-08-03
Robert,Johnson,California,M,1973-05-02
Alicia,Rogers,Alabama,F,1965-01-13
Taylor,Orozco,New York,F,1958-09-30
Scott,Evans,New Jersey,M,1956-08-23
Brian,Robinson,North Dakota,M,1977-08-10
William,Stephens,Arizona,M,1963-01-14
Austin,Cooper,Louisiana,M,1969-11-16
Shannon,Hogan,Missouri,F,1976-05-24
Kevin,Sullivan,Arizona,M,1963-02-06
Carolyn,Guerra,New York,F,1944-10-03
Monica,Ramirez,South Carolina,F,1961-07-27
Amy,Barrett,Kentucky,F,1954-10-26
Jill,Arroyo,New York,F,1970-02-23
Gregory,Walker,Arizona,M,1981-05-20
Matthew,White,Texas,M,1962-06-29
Barbara,Powers,Texas,F,1962-02-10
Melinda,Watkins,Ohio,F,1976-07-03
Amanda,Schroeder,Louisiana,F,1935-06-01
John,Garner,Utah,M,1945-12-15
Stacey,Frazier,Indiana,F,1960-10-05
Sharon,Medina,Mississippi,F,1957-11-18
Melanie,Peters,Pennsylvania,F,1948-12-21
Arthur,Mullins,Virginia,M,1975-05-24
Justin,Cross,Arizona,M,1945-09-06
Kelly,Wheeler,Pennsylvania,F,1980-03-18
Andrew,Roman,Texas,M,1979-07-18
John,Burton,Illinois,M,1951-09-30
Amanda,Scott,Maryland,F,1949-10-21
Craig,Nelson,Georgia,M,1948-12-17
Christina,Bishop,Pennsylvania,F,1945-01-15
Tony,Stanton,New Mexico,M,1979-01-21
Gabriella,Wilkins,Florida,F,1961-03-01
Tracy,Martinez,California,F,1968-07-19
Michael,Taylor,California,M,1941-06-04
Stephen,Good,Tennessee,M,1946-01-28
Steven,Leblanc,Mississippi,M,1960-05-01
Jasmine,Fitzgerald,Arizona,F,1935-12-01
Eric,Buchanan,Texas,M,1945-03-12
Michael,Le,Colorado,M,1962-08-22
Patricia,Mcgee,Texas,F,1908-02-09
Tabitha,Skinner,Alabama,F,1960-12-23
Marcus,Ward,Iowa,M,1979-12-12
Kaylee,Smith,Pennsylvania,F,1974-01-23
Kathryn,Davis,Michigan,F,1968-09-23
Justin,Boyd,California,M,1955-11-22
Antonio,Barber,Indiana,M,1943-02-28
Christopher,Davis,Arizona,M,1958-07-27
Tyler,Butler,New York,M,1938-02-04
Caleb,Graham,Texas,M,1951-05-17
Rodney,Walker,Colorado,M,1971-10-05
Susan,Mitchell,Illinois,F,1965-10-11
Alan,Adams,Minnesota,M,1956-01-16
Vanessa,Lara,New Jersey,F,1955-11-26
Christopher,Davis,Massachusetts,M,1962-06-17
Matthew,Johnson,Missouri,M,1951-01-03
Robert,Baker,Tennessee,M,1979-05-01
Michael,Humphrey,Alabama,M,1973-02-12
Tiffany,Smith,California,F,1978-01-12
Leslie,Lawson,District of Columbia,M,1932-10-26
Jaime,Miranda,New York,F,1930-05-18
Sean,Bruce,Tennessee,M,1952-12-13
Michael,Gonzalez,Illinois,M,1949-11-03
Carol,Bradley,Mississippi,F,1961-02-28
Richard,Baker,New York,M,1979-05-15
Charles,Owen,New York,M,1947-11-21
Allen,Williams,Texas,M,1974-06-21
Joyce,George,Arizona,F,1963-06-23
Lauren,Bell,Ohio,F,1962-12-13
Christina,Johnson,California,F,1955-04-28
Ryan,Johnson,Missouri,M,1953-10-06
Michael,Cooper,Arizona,M,1958-04-17
Laura,Davis,California,F,1980-03-15
Gary,Gomez,Ohio,M,1940-01-17
Brandon,Potter,Utah,M,1960-12-08
Harry,Salazar,Maryland,M,1944-07-06
Eric,Moore,Missouri,M,1974-08-14
Holly,Chung,Texas,F,1962-11-21
Anna,Howe,Illinois,F,1971-09-02
Matthew,Ward,Michigan,M,1965-04-22
Jonathan,Daniels,Colorado,M,1939-03-21
Jeffrey,Garrett,Colorado,M,1967-09-15
Maria,Hunter,Maryland,F,1946-11-03
Mary,Miller,Florida,F,1962-07-04
Caroline,Stevens,Arizona,F,1932-05-28
Cameron,Russell,Tennessee,M,1951-02-13
Linda,Moore,Nebraska,F,1968-09-02
Ryan,Villanueva,Indiana,M,1960-04-10
Nathan,Daniels,Colorado,M,1948-11-17
Lee,Wilkins,Georgia,M,1941-10-15
Annette,Walker,Utah,F,1963-06-20
Adam,Marshall,Tennessee,M,1968-10-25
Brittany,Jenkins,Arizona,F,1941-03-17
Shelby,Patterson,Georgia,F,1960-01-02
Michael,Bell,Rhode Island,M,1960-12-24
Joseph,Smith,Nebraska,M,1964-03-23
Nathaniel,Cox,Louisiana,M,1953-07-26
Marie,Fox,Michigan,F,1973-12-12
Angela,Morales,Arizona,F,1955-08-16
James,Harris,New Jersey,M,1935-11-09
Benjamin,Johnson,Illinois,M,1949-02-24
Valerie,Wilkerson,South Carolina,F,1965-12-04
Matthew,Scott,California,M,1965-05-19
Troy,Leonard,Maryland,M,1979-02-25
Michael,Cruz,Texas,M,1936-05-24
Joseph,Alexander,Michigan,M,1953-03-27
Troy,Johnson,Tennessee,M,1959-08-26
Eric,Spears,Oregon,M,1964-06-21
Courtney,Rocha,New York,F,1962-04-29
Monica,Barry,Texas,F,1939-12-13
Hannah,Bennett,Texas,F,1952-06-07
Christopher,Madden,Florida,M,1957-11-28
Theodore,Williams,North Carolina,M,1928-04-09
Leah,Salinas,California,F,1957-08-12
Stephen,Shaffer,Texas,M,1949-02-10
Victoria,Salazar,Colorado,F,1978-09-25
Scott,Vaughn,North Carolina,M,1975-10-28
Thomas,Patterson,Pennsylvania,M,1951-07-02
Jeffrey,Dennis,Alabama,M,1955-06-27
Jennifer,York,Louisiana,F,1959-06-23
Andrew,Pitts,Pennsylvania,M,1965-03-20
Alexandra,Jimenez,New Jersey,F,1950-11-28
James,Livingston,Arizona,M,1956-02-10
Michael,Fields,South Carolina,M,1952-07-19
Stacy,Garcia,Nebraska,F,1952-07-03
Cynthia,Stewart,Illinois,F,1957-03-26
Jesse,Jackson,Arizona,M,1977-02-04
Courtney,Carey,Tennessee,F,1957-12-30
Daniel,Cuevas,Louisiana,M,1946-12-02
Kenneth,Moore,Indiana,M,1945-12-11
Joseph,Mendoza,Texas,M,1934-08-23
Jacob,Fields,Colorado,M,1963-06-02
Gregory,Mason,Arizona,M,1947-08-07
Walter,Wilson,Idaho,M,1976-08-12
Ashley,Donaldson,Georgia,F,1976-02-04
Jodi,Jones,Illinois,F,1928-06-17
Erin,Reyes,District of Columbia,F,1952-01-20
Cristina,Potter,California,F,1927-12-20
Molly,Valdez,Utah,F,1970-06-04
Amy,Turner,Louisiana,F,1933-09-15
Jennifer,Herman,North Carolina,F,1949-03-22
Luke,King,Georgia,M,1950-09-21
Kimberly,Mcgee,Texas,F,1943-12-29
Jacob,Lee,California,M,1979-11-06
Matthew,Bennett,Utah,M,1954-10-06
Joanna,Snyder,Texas,F,1955-09-11
James,Abbott,Illinois,M,1946-09-29
Jenna,Young,New York,F,1960-09-10
Laura,Brown,Mississippi,F,1932-11-22
Jacob,Fletcher,Texas,M,1969-10-07
Cody,Griffith,California,M,1967-09-17
Julie,Hanson,Ohio,F,1953-06-08
Gregg,Bailey,California,M,1935-11-05
Gerald,Jacobs,Michigan,M,1957-10-22
Timothy,Henry,Mississippi,M,1950-01-14
Steven,Oliver,Texas,M,1980-03-09
Kelly,Smith,Indiana,M,1972-07-06
Aaron,Ross,New York,M,1963-03-02
Amanda,Garcia,Oklahoma,F,1968-03-07
Kelsey,Fowler,Oklahoma,F,1936-02-07
Patrick,Smith,New Mexico,M,1956-03-21
Tiffany,Lewis,Ohio,F,1956-02-29
Sarah,Hawkins,Minnesota,F,1971-03-04
Kimberly,Barrett,New Jersey,F,1976-06-16
Brittany,Howe,Idaho,F,1963-12-08
Nichole,Wallace,California,F,1981-12-16
Erica,Wells,Texas,F,1959-07-13
Rebecca,Buck,New York,F,1953-12-26
Courtney,Lawrence,Pennsylvania,F,1975-09-24
Joseph,Crawford,Florida,M,1948-04-21
Dominique,Cooley,Texas,F,1977-01-25
Sophia,Smith,Alabama,F,1974-07-13
Lynn,Mayer,Wyoming,F,1977-07-01
Elizabeth,Walsh,Arkansas,F,1960-04-07
Natalie,Whitaker,Utah,F,1940-04-18
Jennifer,Doyle,Alabama,F,1977-02-25
Lisa,Hoffman,Texas,F,1958-02-24
Ricky,Brown,Utah,M,1962-01-24
Willie,Jones,Oklahoma,M,1960-09-16
Megan,Ponce,New Mexico,F,1952-12-30
Sarah,Steele,Arizona,F,1926-10-17
Daniel,Moore,Montana,M,1966-03-29
Aaron,Chan,Pennsylvania,M,1973-07-04
Alicia,Wright,New York,F,1965-01-17
Mason,Moore,North Carolina,M,1932-03-03
Kevin,Martin,Louisiana,M,1938-08-27
Gerald,Bird,Minnesota,M,1935-10-09
Karen,Wise,California,F,1951-07-05
Nicholas,Figueroa,Michigan,M,1977-05-16
Sandra,Brown,Florida,F,1952-04-14
Jorge,Buchanan,Michigan,M,1946-06-19
Brandon,Jones,Texas,M,1973-11-03
Maxwell,Ryan,New York,M,1961-12-13
Maria,Williams,New Mexico,F,1949-06-17
Nicolas,Harmon,Indiana,M,1967-01-09
Rhonda,Johnson,Maryland,F,1962-06-28
Paul,Lopez,Massachusetts,M,1946-01-26
Emily,Morris,California,F,1962-07-09
Eduardo,Schwartz,California,M,1952-10-10
John,Rivera,California,M,1974-04-09
David,Day,Idaho,M,1946-01-29
Hannah,Davis,Texas,F,1975-10-04
Tamara,Turner,Colorado,F,1953-12-30
Andre,Edwards,California,M,1948-03-25
Christine,Pruitt,Ohio,F,1976-05-08
Thomas,Ramirez,Florida,M,1957-05-16
David,Kelly,New Jersey,M,1953-04-03
Kaitlyn,Berger,Texas,F,1974-09-09
Joshua,Ho,Michigan,M,1962-10-18
Luis,Todd,Kansas,M,1955-02-25
Amanda,Spencer,Florida,F,1931-08-03
Julie,Jordan,North Dakota,F,1971-10-03
Jennifer,Yoder,Mississippi,F,1966-07-17
Maria,Riley,Pennsylvania,F,1980-02-21
Thomas,Holmes,New Mexico,M,1975-03-01
Jason,Ferguson,New York,M,1913-12-24
Ralph,Anderson,Virginia,M,1953-12-13
Tara,King,Indiana,F,1961-11-27
Melissa,Gould,Utah,F,1952-12-18
Chad,Crawford,Arizona,M,1965-02-24
Jennifer,Hogan,Michigan,F,1953-07-31
Tamara,Peterson,New Hampshire,F,1952-06-18
Connor,Galvan,Colorado,M,1944-07-26
Robert,Fernandez,Colorado,M,1960-06-09
Shannon,Harding,Florida,F,1947-07-14
Catherine,Mitchell,Arkansas,F,1967-10-08
Jodi,Martinez,Texas,F,1948-11-01
Hannah,Franklin,Idaho,F,1981-05-28
James,Wilkerson,Florida,M,1960-03-06
Miranda,Gomez,California,F,1980-11-05
Thomas,Lane,Alabama,M,1952-04-30
Joanna,Stewart,Missouri,F,1948-05-14
Cindy,Peterson,New York,F,1971-06-02
Mark,Hebert,Colorado,M,1944-01-16
Garrett,Fleming,Texas,M,1973-01-25
Kelly,Jackson,Louisiana,F,1932-05-04
Terri,Fernandez,Kansas,F,1945-02-09
Joseph,Gonzales,Texas,M,1977-06-18
Bradley,Vasquez,Mississippi,M,1981-10-14
Richard,Miller,Louisiana,M,1969-10-14
Luis,Hurst,North Carolina,M,1968-03-21
Jodi,Booth,Georgia,F,1971-12-06
Timothy,Brown,Illinois,M,1961-10-23
Katherine,Hall,Arizona,F,1960-01-21
Thomas,Kramer,Iowa,M,1964-06-13
William,Hughes,Texas,M,1979-10-25
Jack,Hughes,Nevada,M,1965-04-13
George,Saunders,Pennsylvania,M,1940-03-17
Joshua,Lee,Oregon,M,1976-01-25
Janice,Hudson,Colorado,F,1964-12-02
Edwin,Fletcher,Arizona,M,1966-10-14
Joann,Chapman,Tennessee,F,1963-08-26
Alan,Brooks,Kansas,M,1965-12-12
Brooke,Jordan,Florida,F,1970-04-16
Christopher,Lee,Alabama,M,1947-08-07
Jonathan,Dixon,New York,M,1966-07-03
Kayla,Sandoval,Arizona,F,1974-03-13
Nicole,Watkins,Nevada,F,1955-07-11
Tina,Flores,Tennessee,F,1968-08-10
Gregory,Ware,New York,M,1959-03-06
Heather,Anderson,Texas,F,1944-10-04
Daniel,Hernandez,Texas,M,1969-02-27
Jennifer,Thomas,New York,F,1947-09-08
Cody,Rowe,Utah,M,1952-01-21
Michael,Rose,Massachusetts,M,1955-10-02
Jade,Brooks,Nebraska,F,1971-12-11
Brandon,Diaz,Pennsylvania,M,1977-08-23
Thomas,Thomas,North Carolina,M,1941-08-12
Terry,Sanders,Vermont,M,1947-01-28
Charlotte,Nguyen,Minnesota,F,1952-08-20
David,Gray,Kansas,M,1959-06-21
Danielle,Spears,California,F,1955-03-07
Sonya,Welch,Illinois,F,1966-04-06
David,Reed,Wyoming,M,1966-09-11
Brittney,Burnett,Arizona,F,1971-07-09
Leah,Miles,New Jersey,F,1965-02-12
Terry,Wilson,North Carolina,M,1942-04-07
Kendra,Bradford,Wisconsin,F,1978-10-31
Keith,Dominguez,Montana,M,1979-04-17
Russell,Meyer,Arkansas,M,1958-06-09
Thomas,Scott,Arkansas,M,1950-11-19
Joseph,Harris,Idaho,M,1978-10-08
Johnny,Lewis,South Carolina,M,1970-05-22
Tracy,Robinson,Washington,F,1960-05-21
Melanie,Williams,Florida,F,1962-11-29
Travis,Marquez,Maryland,M,1957-07-16
Savannah,Walls,California,F,1973-07-12
Kristina,Kaufman,Virginia,F,1958-05-12
Tiffany,Sullivan,Ohio,F,1963-07-12
Charles,Ray,Texas,M,1947-08-03
Gregory,Shelton,Colorado,M,1945-10-14
Joseph,Payne,Utah,M,1967-05-31
John,Mason,Pennsylvania,M,1974-11-29
Thomas,Miller,California,M,1980-09-02
Dakota,Peters,Texas,M,1956-05-01
Steven,Hampton,Florida,M,1949-05-01
Bradley,Morales,Illinois,M,1981-07-29
Alicia,Choi,Arizona,F,1964-01-17
John,Key,Illinois,M,1957-06-30
James,Sanchez,Louisiana,M,1973-09-09
Kelli,Thomas,Maryland,F,1959-01-08
Hannah,Underwood,Delaware,F,1950-10-25
William,Moss,New York,M,1945-11-12
Tracy,Baldwin,Massachusetts,F,1968-11-18
Chris,Smith,Colorado,M,1962-03-16
Elizabeth,Hicks,Louisiana,F,1969-07-11
David,Bell,Maryland,M,1970-12-27
Bradley,Potter,Florida,M,1964-04-13
Joshua,Warren,South Carolina,M,1945-12-08
Ashley,Acosta,Missouri,F,1950-06-12
Andrew,Choi,New York,M,1962-09-09
John,Benson,New Mexico,M,1937-03-10
Chelsea,Jenkins,New Mexico,F,1960-02-20
Andrew,Bauer,Washington,M,1958-02-10
Edward,Johnson,Tennessee,M,1956-01-23
Scott,Hamilton,Georgia,M,1979-11-19
Philip,Moses,Florida,M,1976-02-08
Angela,Young,California,F,1932-12-29
Patrick,Ortiz,Arkansas,M,1961-06-17
Alan,Andrews,Tennessee,M,1980-01-19
Carrie,Parsons,Florida,F,1946-03-06
Kimberly,Blanchard,Texas,F,1958-05-29
Rebecca,Hancock,Utah,F,1963-11-14
Scott,Flores,Ohio,M,1976-10-29
Patrick,Taylor,Texas,M,1927-09-01
Margaret,Reese,Minnesota,F,1969-07-22
Charlotte,Calderon,Ohio,F,1952-10-14
Danielle,Forbes,Missouri,F,1925-12-13
Alicia,Braun,Wyoming,F,1958-04-08
Stephen,Martinez,Texas,M,1975-09-11
Victoria,Johnson,New York,F,1980-04-28
Luis,Dixon,Georgia,M,1966-03-13
Vincent,Johnson,Colorado,M,1963-03-07
William,Gonzalez,California,M,1951-09-13
Jennifer,Howard,Michigan,F,1961-04-30
Robert,Armstrong,Florida,M,1959-05-03
Bryce,Allen,California,M,1949-05-04
Bradley,Shields,Florida,M,1960-01-23
Brendan,French,Virginia,M,1973-02-28
Amanda,Hill,Florida,F,1963-10-01
Mark,Guerrero,Minnesota,M,1980-12-03
Sarah,Butler,Pennsylvania,F,1975-04-30
Tammy,Bass,New Jersey,F,1955-12-09
Edward,Harris,Wyoming,M,1977-09-06
Kimberly,Ayers,New York,F,1979-08-11
Nathan,Cooke,Utah,M,1965-11-02
Brandon,Martin,Michigan,M,1945-05-03
Cindy,Bailey,California,F,1962-06-26
Daniel,Johnson,Mississippi,M,1969-03-05
Sandra,House,Oklahoma,F,1979-12-26
Jose,Ellis,California,M,1952-01-28
Mary,Short,Texas,F,1974-09-18
Jordan,Smith,New York,F,1970-02-12
Johnny,Clark,North Carolina,M,1958-05-31
Anita,Boyle,Arizona,F,1970-04-19
Ronald,Fisher,Massachusetts,M,1940-03-09
Meghan,Bradshaw,Minnesota,F,1922-04-09
Melissa,Wade,Georgia,F,1949-03-22
Taylor,Carr,Colorado,F,1961-07-18
John,Hansen,New Jersey,M,1959-03-04
Justin,Wilson,Minnesota,M,1951-08-20
Dustin,Underwood,Massachusetts,M,1957-10-11
Alexis,Bryant,Texas,F,1972-08-30
Erin,Hansen,Illinois,F,1970-04-03
Cassandra,Welch,Oklahoma,F,1933-12-19
Tony,Thomas,New Jersey,M,1972-09-02
Justin,Burke,Florida,M,1978-05-28
Christina,Dyer,South Carolina,F,1977-07-15
Mitchell,Ramirez,Texas,M,1966-09-17
John,Soto,Colorado,M,1968-04-20
Matthew,Knox,California,M,1953-07-26
Michael,Fletcher,North Dakota,M,1977-07-16
Megan,Contreras,Ohio,F,1948-06-25
Drew,Martin,New York,M,1968-11-11
Levi,Wright,Arizona,M,1950-05-26
Antonio,Ramirez,Ohio,M,1953-08-28
Daniel,Smith,Nebraska,M,1966-01-12
Michael,Lopez,Indiana,M,1930-01-10
Sarah,Daniels,Ohio,F,1964-12-19
Thomas,Jordan,Mississippi,M,1948-04-21
Kristin,Harris,Wisconsin,F,1974-01-08
Teresa,Smith,Alabama,F,1952-05-18
Daniel,Jackson,New Jersey,M,1960-06-11
Jeremy,Kemp,Oklahoma,M,1922-02-08
Zachary,Vincent,Tennessee,M,1959-08-12
Jacqueline,Mckee,New Mexico,F,1968-02-21
James,York,California,M,1965-01-29
Dwayne,Wolf,Arizona,M,1973-10-10
Katherine,Wood,New York,F,1928-02-02
Amber,Vazquez,California,F,1953-01-03
Mark,Weaver,New York,M,1963-04-22
Kristine,Ruiz,New Mexico,F,1972-12-04
Taylor,Bowman,Indiana,F,1952-09-18
Keith,Powell,Florida,M,1970-12-13
Chelsea,Murphy,Idaho,F,1960-06-30
Taylor,Mccarthy,Kansas,F,1975-05-02
Tyler,Hayes,Missouri,M,1974-11-29
Crystal,Obrien,New Jersey,F,1967-10-07
Robert,Richards,Maryland,M,1972-07-11
Scott,Hudson,Texas,M,1941-06-16
Ronald,Browning,California,M,1971-03-29
Jeffery,Diaz,Alabama,M,1942-01-06
Kyle,Henson,New York,M,1972-02-25
Calvin,Sherman,Massachusetts,M,1935-01-05
Anthony,Miller,California,M,1975-12-19
Jared,Davis,Florida,M,1980-11-08
Kelly,Barron,North Dakota,F,1966-09-22
Andrew,Rosales,Utah,M,1941-05-28
Chris,Riley,New York,M,1966-12-18
Sarah,Sullivan,Colorado,F,1980-12-10
Michael,Smith,Utah,M,1967-05-21
Jennifer,Mejia,Ohio,F,1957-09-12
Victoria,Matthews,Oklahoma,F,1961-07-21
Jeffrey,Newman,Kentucky,M,1969-12-11
Alexander,Clay,Pennsylvania,M,1954-09-01
Danielle,Tucker,Tennessee,F,1973-01-10
Richard,Schaefer,Virginia,M,1952-10-08
Joseph,Pittman,Mississippi,M,1957-07-24
Stephen,Hebert,Idaho,M,1969-11-17
Lynn,Evans,Kentucky,F,1964-01-03
Scott,Jones,Florida,M,1966-03-30
Bradley,Campbell,Minnesota,M,1974-12-05
Stephanie,Decker,Georgia,F,1942-09-15
Janice,Zimmerman,Oklahoma,F,1933-07-21
William,Williamson,Mississippi,M,1954-06-12
Jennifer,Lucero,Arizona,F,1965-06-14
Ashley,Jones,Nebraska,F,1970-10-24
Susan,Ray,California,F,1951-12-30
Crystal,Lawson,Texas,F,1955-08-07
Renee,Mcintyre,Colorado,F,1956-04-16
Paul,Phelps,California,M,1948-06-23
Rachel,Miller,North Dakota,F,1934-10-31
Charlotte,Kelly,Pennsylvania,F,1956-06-29
Natasha,Oconnor,New Jersey,F,1933-11-30
Beth,Lozano,Tennessee,F,1971-10-27
Brenda,Jones,Texas,F,1974-05-22
Kimberly,Robertson,Illinois,F,1967-03-01
Heather,Peters,Texas,F,1949-09-23
Ray,Carter,Illinois,M,1954-02-23
Michael,Mcdaniel,Texas,M,1940-01-17
Clinton,Howard,Colorado,M,1933-10-07
Anthony,Gonzales,Massachusetts,M,1961-03-30
James,Hahn,New Jersey,M,1966-08-12
David,Moon,Texas,M,1931-04-06
Terry,Hill,Tennessee,M,1961-11-01
David,Beck,Montana,M,1965-08-16
Tyler,Young,California,M,1955-01-01
Stephanie,Peterson,California,F,1950-08-26
Diane,Warren,Missouri,F,1955-08-05
Amanda,Valenzuela,Virginia,F,1961-07-30
Oscar,Watson,Texas,M,1958-11-24
Donna,Roy,Arizona,F,1963-05-11
Hailey,Johnson,Arizona,F,1954-07-17
Adrian,Weaver,Illinois,M,1944-11-12
Laura,Howard,Missouri,F,1956-11-24
Samantha,Owens,Texas,F,1937-06-06
Alex,Wallace,Texas,M,1973-09-06
Katie,Johnson,New York,F,1961-10-01
Jonathan,Hampton,New York,M,1967-05-29
Kimberly,Davis,California,F,1974-07-29
Claudia,Savage,Utah,F,1971-12-17
Jaime,Lowe,Washington,F,1958-11-03
Heather,Davidson,Illinois,F,1957-08-19
Michael,Jackson,Kansas,M,1946-03-06
Matthew,Miller,Kentucky,M,1964-05-11
William,Gardner,Rhode Island,M,1963-05-28
Robert,Scott,Missouri,M,1951-09-28
Russell,Richardson,Indiana,M,1959-03-16
Thomas,Vazquez,Minnesota,M,1970-12-24
Angel,Cummings,Utah,F,1954-01-29
Adrian,Delacruz,Nebraska,M,1979-04-25
Charles,Thompson,Delaware,M,1938-01-04
Kari,Murphy,Indiana,F,1924-08-10
Rachel,Reese,Louisiana,F,1974-11-28
Cody,Jones,Oregon,M,1972-05-17
Michele,Young,New York,F,1958-12-08
Jeff,Garcia,Tennessee,M,1957-01-14
Nicole,Watson,Michigan,F,1956-11-15
Steven,Fischer,Virginia,M,1931-03-01
Robert,Cline,California,M,1980-06-03
Michael,Bolton,Utah,M,1953-03-02
Victoria,Gomez,New York,F,1966-10-12
William,Miller,Ohio,M,1973-10-01
Zachary,Roth,Kentucky,M,1966-01-12
Jonathan,David,Florida,M,1950-06-04
Danielle,Diaz,Texas,F,1976-06-18
Erik,Moore,Massachusetts,M,1943-07-17
Stacie,Benton,California,F,1958-08-25
Christopher,Church,California,M,1973-08-26
Steven,Campbell,Texas,M,1942-09-14
Jennifer,Williams,Arizona,F,1966-08-13
Madeline,Peterson,Louisiana,F,1975-03-07
Robert,Holland,Missouri,M,1957-03-13
Samuel,Roberts,Louisiana,M,1956-12-10
Martin,Cox,California,M,1965-12-27
Joseph,White,Indiana,M,1940-11-06
Jason,Contreras,Minnesota,M,1978-07-30
Kevin,Page,Michigan,M,1955-08-30
Angela,White,Florida,F,1963-09-10
Robert,Williams,Pennsylvania,M,1958-04-29
Eric,Martinez,New Mexico,M,1951-06-18
James,Martin,Idaho,M,1949-09-14
Bobby,Lin,Maryland,M,1959-09-08
David,Pittman,Virginia,M,1958-03-07
Jose,Dawson,Louisiana,M,1956-09-14
Laura,Porter,Nevada,F,1939-03-15
Samantha,Adams,Texas,F,1955-10-03
Michael,Lane,Pennsylvania,M,1980-11-06
Madeline,Padilla,Ohio,F,1953-08-24
William,Baird,California,M,1972-11-27
Cynthia,Moore,Michigan,F,1937-08-13
Claudia,Hamilton,Pennsylvania,F,1980-08-10
Anthony,Young,North Carolina,M,1960-12-15
Michael,Rowe,Colorado,M,1955-09-09
Christian,Wright,Arizona,M,1962-05-30
Julie,Jimenez,Arizona,F,1957-03-04
Christopher,Lawson,New York,M,1967-02-02
Drew,Murphy,California,M,1952-02-16
Michael,Dawson,North Carolina,M,1940-04-14
Kathy,Perez,New Mexico,F,1954-03-28
Danielle,Ortega,Texas,F,1959-01-04
Nicole,Jordan,New Jersey,F,1981-07-03
Tammy,Medina,New York,F,1946-07-27
Gregory,Scott,New Jersey,M,1978-08-29
William,Johnson,California,M,1962-01-23
Ryan,Kline,Pennsylvania,M,1975-05-13
Katherine,Johnson,Massachusetts,F,1962-04-30
Jose,Nelson,Texas,M,1948-08-04
James,Jones,Louisiana,M,1963-03-30
Renee,Baker,New York,F,1908-08-13
Lisa,Duncan,California,F,1971-07-31
Larry,Green,Arizona,M,1961-06-17
James,Kim,Massachusetts,M,1956-03-17
Paige,Mason,Florida,F,1962-11-10
Joseph,Kramer,Arizona,M,1956-07-05
Adrienne,Jones,Montana,F,1937-08-17
Kathleen,Nelson,New York,F,1947-10-26
Mckenzie,Adkins,Colorado,F,1976-12-17
Renee,Trujillo,California,F,1948-04-12
Dwayne,Morris,Texas,M,1976-08-25
Brenda,Fletcher,Minnesota,F,1976-10-05
David,Gates,Kentucky,M,1974-05-18
Elizabeth,Sims,Pennsylvania,F,1969-05-04
Terri,Fletcher,Missouri,F,1958-11-04
Betty,Brown,Ohio,F,1961-11-22
Tiffany,Thomas,Utah,F,1967-03-15
Edward,Taylor,Kansas,M,1958-11-13
Lee,Hughes,Maryland,M,1941-07-16
Daniel,Moore,Maryland,M,1966-07-18
Michael,Vaughan,Kansas,M,1975-11-17
Dana,Harris,Arizona,F,1937-05-08
Mary,Perez,Michigan,F,1933-01-18
David,Ball,Minnesota,M,1964-05-02
Melissa,Davenport,Colorado,F,1966-10-05
Michael,Randall,Michigan,M,1970-11-07
Linda,Thompson,Arizona,F,1953-03-28
Brian,Rodriguez,Idaho,M,1980-11-06
Joseph,Moss,Utah,M,1967-07-30
Cory,Barrett,Colorado,M,1963-12-28
Felicia,Davis,California,F,1961-07-28
Cassandra,Morse,Illinois,F,1980-05-06
Amanda,Espinoza,Iowa,F,1927-09-15
Brendan,Weiss,Indiana,M,1972-11-06
Michael,Brown,Illinois,M,1973-04-26
William,Fleming,New Jersey,M,1955-08-29
Cory,Hernandez,Massachusetts,M,1950-05-09
Gregory,Diaz,California,M,1942-06-17
Dustin,Wilcox,California,M,1969-09-07
Zachary,Soto,Arizona,M,1950-08-15
Ryan,Taylor,Nevada,M,1952-10-17
Austin,Wallace,Florida,M,1963-12-10
Christopher,Lawson,Kentucky,M,1969-03-06
Melanie,Evans,New York,F,1964-01-17
Steven,Moore,Arizona,M,1955-12-03
Sean,Thompson,Illinois,M,1935-03-02
Laurie,Blake,North Carolina,F,1952-03-15
Albert,Rodriguez,Texas,M,1968-09-20
Sara,Colon,Kentucky,F,1962-08-28
Diana,James,North Carolina,F,1971-02-16
Jeremy,Rodriguez,Texas,M,1929-12-19
John,Cook,Pennsylvania,M,1975-12-19
Brittany,Clark,New York,F,1920-04-16
Donna,Clark,Kentucky,F,1946-03-05
Noah,Davidson,Arizona,M,1950-01-11
Gregory,Collins,Ohio,M,1967-08-30
Amy,Butler,New York,F,1979-05-04
Taylor,Mcgee,Montana,M,1951-10-22
Edward,Brown,District of Columbia,M,1959-07-21
Mary,Manning,New York,F,1963-07-05
Randy,Price,Arizona,M,1973-07-13
Maria,Richard,Texas,F,1945-02-21
Jonathan,West,Oklahoma,M,1975-03-27
Scott,Kelly,Illinois,M,1967-06-15
Alexis,Preston,Alabama,F,1960-05-08
John,Miller,Minnesota,M,1953-11-30
Kelly,Conner,Oklahoma,F,1943-09-11
Victor,Robertson,Minnesota,M,1967-01-12
Kevin,Shepard,Arkansas,M,1976-12-02
Stephen,Brown,California,M,1975-04-05
Natasha,Ramirez,Montana,F,1942-03-12
Matthew,Smith,Illinois,M,1973-10-25
Christina,Watson,California,F,1933-12-19
Mathew,Ward,Illinois,M,1934-03-28
Anna,Pruitt,Colorado,F,1977-10-09
